restid,itemname,description,sentence
577,Pollo Alla Limone,Saut ed Breast Of Chicken In A White Wine Lemon Sauce With Capers Over A Bed Of Linguine,Pollo Alla Limone Saut ed Breast Of Chicken In A White Wine Lemon Sauce With Capers Over A Bed Of Linguine
577,Salmone,Grilled Or Broiled Farm Raised Canadian Salmon Citrus Butter Sauce Vegetable And Saffron Rice,Salmone Grilled Or Broiled Farm Raised Canadian Salmon Citrus Butter Sauce Vegetable And Saffron Rice
577,Minestrone freshly Made Vegetable Soup ,,
577,Zuppa Del Giorno soup Of The Day ,,
577,Formaggi E Frutti,Selection Of Italian Cheeses Served With Fresh Fruit And Crostini,Formaggi E Frutti Selection Of Italian Cheeses Served With Fresh Fruit And Crostini
577,Antipasto,Salami Italian Tuna With Beans Prosciutto Provolone black Olives Marinated Mushrooms Anchovies Piedmont Tomato Cucumbers Romaine Lettuce,Antipasto Salami Italian Tuna With Beans Prosciutto Provolone black Olives Marinated Mushrooms Anchovies Piedmont Tomato Cucumbers Romaine Lettuce
577,Chilled Calamari,Olive Oil And Lemon Marinated Served With Kalamata Olives Artichoke Hearts Tomatoes And Fresh Greens,Chilled Calamari Olive Oil And Lemon Marinated Served With Kalamata Olives Artichoke Hearts Tomatoes And Fresh Greens
577,Bruschetta Di Pomodori,Tomatoes Garlic Mozzarella And Fresh Basil Tossed With Extra Virgin Olive Oil Served Over Crostini,Bruschetta Di Pomodori Tomatoes Garlic Mozzarella And Fresh Basil Tossed With Extra Virgin Olive Oil Served Over Crostini
577,Involtini Di Melanzane,Thin Sliced Baked Breaded Eggplant Stuffed With Ricotta And Parmigiano Topped With Our Pomodoro Sauce,Involtini Di Melanzane Thin Sliced Baked Breaded Eggplant Stuffed With Ricotta And Parmigiano Topped With Our Pomodoro Sauce
577,Pan seared Jonah Crab Cakes,Native Cape Cod Crab Served With A Citrus Butter Sauce Fresh Greens And Mango Salsa,Pan seared Jonah Crab Cakes Native Cape Cod Crab Served With A Citrus Butter Sauce Fresh Greens And Mango Salsa
577,Funghi Portobello,Portobello Mushroom Saut ed In Olive Oil Garlic Lemon White Wine With Roasted Peppers And Fresh Spinach,Funghi Portobello Portobello Mushroom Saut ed In Olive Oil Garlic Lemon White Wine With Roasted Peppers And Fresh Spinach
577,Seared Shrimp With Angel Hair Pasta,Extra Large Shrimp Saut With Tomatoes Basil Toasted Pine nuts And A Garlic White Wine Sauce,Seared Shrimp With Angel Hair Pasta Extra Large Shrimp Saut With Tomatoes Basil Toasted Pine nuts And A Garlic White Wine Sauce
577,Carpaccio Della Casa,Thin Sliced Raw Beef Tenderloin With Capers Pecorino Romano Cheese Celery Lemon And Olive Oil,Carpaccio Della Casa Thin Sliced Raw Beef Tenderloin With Capers Pecorino Romano Cheese Celery Lemon And Olive Oil
577,Cozze In Brodo,Steamed Mussels In A Light Mustard Cream Sauce Served With Garlic Bread,Cozze In Brodo Steamed Mussels In A Light Mustard Cream Sauce Served With Garlic Bread
577,Fagottini Di Aspargi Al Forno,Baked Asparagus Spears Wrapped With Prosciutto Toped With Fresh Mozzarella And Balsamic Drizzle,Fagottini Di Aspargi Al Forno Baked Asparagus Spears Wrapped With Prosciutto Toped With Fresh Mozzarella And Balsamic Drizzle
577,Gamberi Ciao Bella,Extra Large Breaded Oven Baked Shrimp With A Garlic Cream Sauce Tomatoes Roasted Pepper And Onion,Gamberi Ciao Bella Extra Large Breaded Oven Baked Shrimp With A Garlic Cream Sauce Tomatoes Roasted Pepper And Onion
586,Double Chocolate Mousse,,
577,Mozzarella Alla Caprese,Buffalo Mozzarella With Vine Ripened Beefsteak Tomatoes Fresh Basil Mixed Seasonal Greens,Mozzarella Alla Caprese Buffalo Mozzarella With Vine Ripened Beefsteak Tomatoes Fresh Basil Mixed Seasonal Greens
577,Seared Scallops With Sun dried Tomato Mascarpone Ravioli,Georges Bank Natural Scallops With Fresh Basil And A Tomato Garlic Cream Sauce,Seared Scallops With Sun dried Tomato Mascarpone Ravioli Georges Bank Natural Scallops With Fresh Basil And A Tomato Garlic Cream Sauce
577,Insalata Della Casa,Romaine Vine ripe Tomato Cucumbers Carrots House Dressing,Insalata Della Casa Romaine Vine ripe Tomato Cucumbers Carrots House Dressing
577,Ceasare,Romaine Lettuce With Our Own Caesare Dressing,Ceasare Romaine Lettuce With Our Own Caesare Dressing
577,Insalata Mista,Mixed Seasonal Greens Prosciutto Pignoli Nuts Shaved Romano Cheese And Balsamic Vinaigrette,Insalata Mista Mixed Seasonal Greens Prosciutto Pignoli Nuts Shaved Romano Cheese And Balsamic Vinaigrette
577,Insalata Di Spinaci,Fresh Baby Spinach With Bell Pepper Tomatoes Walnuts Bleu Cheese Lemon Juice And Extra Virgin,Insalata Di Spinaci Fresh Baby Spinach With Bell Pepper Tomatoes Walnuts Bleu Cheese Lemon Juice And Extra Virgin
577,Grilled Pear Raspberry And Goat Cheese Salad,Mixed Greens Shaved Fennel Cherry Tomatoes Crisp Cucumber And Champagne Vinaigrette,Grilled Pear Raspberry And Goat Cheese Salad Mixed Greens Shaved Fennel Cherry Tomatoes Crisp Cucumber And Champagne Vinaigrette
577,Spinach Fettuccine Carbonara,Cream Pancetta Peas Parmigiano,Spinach Fettuccine Carbonara Cream Pancetta Peas Parmigiano
577,Fettuccine Con Funghi Porcini,Porcini Mushrooms Cream Shallots Red Wine,Fettuccine Con Funghi Porcini Porcini Mushrooms Cream Shallots Red Wine
577,Fettuccine Alfredo,Cream Butter  Parmigiano And Pecorino Romano Cheese Black Pepper,Fettuccine Alfredo Cream Butter  Parmigiano And Pecorino Romano Cheese Black Pepper
577,Pasta Primavera With Whole Wheat Penne,Pepper Mushrooms Zucchini And Summer Squash With Cream Parmigiano And Pecorino Romano Cheese,Pasta Primavera With Whole Wheat Penne Pepper Mushrooms Zucchini And Summer Squash With Cream Parmigiano And Pecorino Romano Cheese
577,Penne Bolognese,Tubes Of Pasta In A Hearty Meat Sauce With Mushrooms,Penne Bolognese Tubes Of Pasta In A Hearty Meat Sauce With Mushrooms
577,Spaghetti Al Puttanesca,Pasta With A Spicy Tomato Red Wine Sauce Black Olives Anchovies Capers And Roasted Peppers,Spaghetti Al Puttanesca Pasta With A Spicy Tomato Red Wine Sauce Black Olives Anchovies Capers And Roasted Peppers
577,Linguine Aglio Olio E Olive Nere,Extra Virgin Olive Oil Italian Black Olives Basil Garlic Tomatoes,Linguine Aglio Olio E Olive Nere Extra Virgin Olive Oil Italian Black Olives Basil Garlic Tomatoes
577,Spaghetti Al Pomodoro Fresco,Pasta With A Fresh Tomato And Basil Sauce ,Spaghetti Al Pomodoro Fresco Pasta With A Fresh Tomato And Basil Sauce
577,Farfalle Al Pesto,Basil Pignoli Nuts Parmigiano Cream Garlic,Farfalle Al Pesto Basil Pignoli Nuts Parmigiano Cream Garlic
577,Penne Pasta Over Chicken Broccoli And Mushrooms,Saut Chicken Breast With A Vodka Cream Sauce And Penne Pasta,Penne Pasta Over Chicken Broccoli And Mushrooms Saut Chicken Breast With A Vodka Cream Sauce And Penne Pasta
577,Cioppino Di Frutti Di Mare Fra Diavolo,Calamari Shrimp And Mussels In A Spicy Tomato Sauce Served Over Linguine,Cioppino Di Frutti Di Mare Fra Diavolo Calamari Shrimp And Mussels In A Spicy Tomato Sauce Served Over Linguine
577,Seared Scallops With A Tomato vodka Cream,With Baby Spinach Penne Pasta Pecorino Romano And Regiano Parmigiano,Seared Scallops With A Tomato vodka Cream With Baby Spinach Penne Pasta Pecorino Romano And Regiano Parmigiano
577,Linguine Alla Vongole,Clams Fresh Parsley And Garlic Served With A Choice Of White Wine Or Marinara Sauce,Linguine Alla Vongole Clams Fresh Parsley And Garlic Served With A Choice Of White Wine Or Marinara Sauce
577,Linguine Ai Gamberetti,Shrimp Red Bell Peppers Red Onions Garlic Cream Chopped Tomatoes,Linguine Ai Gamberetti Shrimp Red Bell Peppers Red Onions Garlic Cream Chopped Tomatoes
577,Ravioli Specialita,,
577,Lasagna Del Giorno,,
577,Cotoletta Di Pesce Spada the Ciao Bella Sword sh Chop ,Special Thick Cut Of Sword sh On The Bone Served With Tomatoes Black Olives Fresh Basil And Olive Oil,Cotoletta Di Pesce Spada the Ciao Bella Sword sh Chop Special Thick Cut Of Sword sh On The Bone Served With Tomatoes Black Olives Fresh Basil And Olive Oil
577,Salmone,Grilled Or Broiled Farm Raised Canadian Salmon Served With Vegetable And Potato,Salmone Grilled Or Broiled Farm Raised Canadian Salmon Served With Vegetable And Potato
577,Veal Ciao Bella,Grilled Thin Sliced Baby Veal Served With A Pommerey Mustard Sauce Vegetable And Potato,Veal Ciao Bella Grilled Thin Sliced Baby Veal Served With A Pommerey Mustard Sauce Vegetable And Potato
577,Veal Marsala,Saut ed With Mushrooms And A Rich Marsala Sauce Served With Linguine,Veal Marsala Saut ed With Mushrooms And A Rich Marsala Sauce Served With Linguine
577,Veal Piccata,Saut ed Baby Veal With A Lemon White Wine Sauce And Capers Served Over Linguine And Vegetable,Veal Piccata Saut ed Baby Veal With A Lemon White Wine Sauce And Capers Served Over Linguine And Vegetable
577,Veal Parmigiano,Saut ed Veal  Tomato Sauce Mozzarella Cheese Served With Linguine,Veal Parmigiano Saut ed Veal  Tomato Sauce Mozzarella Cheese Served With Linguine
577,Pollo Ciao Bella,Roasted Half Bell And Evans Chicken Served With Wild Mushroom Risotto And Vegetable,Pollo Ciao Bella Roasted Half Bell And Evans Chicken Served With Wild Mushroom Risotto And Vegetable
577,Pollo Parmigiano,Saut ed Breast Of Chicken Tomato Sauce Mozzarella Served With Linguine,Pollo Parmigiano Saut ed Breast Of Chicken Tomato Sauce Mozzarella Served With Linguine
577,Chicken Marsala,Saut ed With Mushrooms And A Rich Marsala Sauce Served With Linguine,Chicken Marsala Saut ed With Mushrooms And A Rich Marsala Sauce Served With Linguine
577,Pollo Alla Limone,Saut ed Breast Of Chicken In A White Wine Lemon Sauce With Capers Over A Bed Of Linguine,Pollo Alla Limone Saut ed Breast Of Chicken In A White Wine Lemon Sauce With Capers Over A Bed Of Linguine
577,Bistecca New Yorkese,One Pound Aged Prime New York Sirloin,Bistecca New Yorkese One Pound Aged Prime New York Sirloin
577,Filetto Di Manzo,  Oz  Tenderloin Of Beef Served With Vegetables Potato And Sauce Of The Day,Filetto Di Manzo Oz  Tenderloin Of Beef Served With Vegetables Potato And Sauce Of The Day
577,Cotoletta Di Vitello,The World Famous Ciao Bella Veal Chop Grilled And Served With Vegetable And Potato,Cotoletta Di Vitello The World Famous Ciao Bella Veal Chop Grilled And Served With Vegetable And Potato
586,Haagen Dazs Ice Cream,,
586,Creme Brulee,,
577,Pork Tenderloin With Risotto,Pan Seared Medallions Of Pork With Prosciutto A Shallot White Wine Glace Baby Spinach And Risotto,Pork Tenderloin With Risotto Pan Seared Medallions Of Pork With Prosciutto A Shallot White Wine Glace Baby Spinach And Risotto
578,Musselssteamed With,Garlic fresh herbs in a white wine tomato sauce,Musselssteamed With Garlic fresh herbs in a white wine tomato sauce
578,Calamarisaut ed With,Garlic in a light spicy white wine tomato sauce,Calamarisaut ed With Garlic in a light spicy white wine tomato sauce
578,Garlic Bread Crunchy Crusted,With olive oil,Garlic Bread Crunchy Crusted With olive oil
578,Antipasto Assortment Of,Prosciutto fresh mozzarella roasted pepper artichokes size for two ,Antipasto Assortment Of Prosciutto fresh mozzarella roasted pepper artichokes size for two
578,Bruschetta Toasted French,Garlic bread topped w diced tomatoes onions olives finished w basil virgin olive oil,Bruschetta Toasted French Garlic bread topped w diced tomatoes onions olives finished w basil virgin olive oil
578,Eggplant Pecorino,Romano roasted w pecorino cheese fresh mozzarella,Eggplant Pecorino Romano roasted w pecorino cheese fresh mozzarella
578,Fried Ravioli Crunchy,Crusted cheese ravioli served w marinara sauce,Fried Ravioli Crunchy Crusted cheese ravioli served w marinara sauce
578,Il Villaggio's Salad Mixed,Grilled seasonal vegetables over baby greens w fresh mozzarella cheese finished w our home made vinaigrette toasted almonds ,Il Villaggio's Salad Mixed Grilled seasonal vegetables over baby greens w fresh mozzarella cheese finished w our home made vinaigrette toasted almonds
578,Mozzarella Salad Vine Ripe,Tomatoes w home made buffalo mozzarella cheese basil virgin olive oil,Mozzarella Salad Vine Ripe Tomatoes w home made buffalo mozzarella cheese basil virgin olive oil
578,Caesar Salad* Romaine,Lettuce w parmesan cheese in caesar dressing,Caesar Salad* Romaine Lettuce w parmesan cheese in caesar dressing
578,House Salad Mixed Greens,Seasonal vegetables finished w balsamic vinegar olive oil,House Salad Mixed Greens Seasonal vegetables finished w balsamic vinegar olive oil
578,Risotto w Prosciutto,Italian rice saut ed w prosciutto cotto fresh plum tomatoes mushrooms in white wine sauce ,Risotto w Prosciutto Italian rice saut ed w prosciutto cotto fresh plum tomatoes mushrooms in white wine sauce
578,Chicken or Shrimp Risotto,Italian rice saut ed w chicken or shrimp w vegetables in a thyme white wine sauce           ,Chicken or Shrimp Risotto Italian rice saut ed w chicken or shrimp w vegetables in a thyme white wine sauce
578,Seafood Risotto,Saut ed shrimp scallops calamari  mussels w vegetablesin creamy white wine sauce ,Seafood Risotto Saut ed shrimp scallops calamari  mussels w vegetablesin creamy white wine sauce
578,Veal Piccata Saut ed Veal,With mushrooms in wine lemon capers sauce served w roasted vegetables or w ziti in marinara sauce,Veal Piccata Saut ed Veal With mushrooms in wine lemon capers sauce served w roasted vegetables or w ziti in marinara sauce
578,Veal Parmesan Veal,Breaded cooked in olive oil topped w mozzarella cheese marinara sauce served over linguine,Veal Parmesan Veal Breaded cooked in olive oil topped w mozzarella cheese marinara sauce served over linguine
578,Veal Saltimbocca Veal,Stuffed w prosciutto spinach  mozzarella cheese topped w mushrooms sherry wine reduction served w roasted vegetables or w ziti in marinara sauce ,Veal Saltimbocca Veal Stuffed w prosciutto spinach  mozzarella cheese topped w mushrooms sherry wine reduction served w roasted vegetables or w ziti in marinara sauce
578,Veal Marsala Saut ed Veal,With mushrooms ham in marsala wine sauce served w roasted vegetables or w ziti in marinara sauce ,Veal Marsala Saut ed Veal With mushrooms ham in marsala wine sauce served w roasted vegetables or w ziti in marinara sauce
578,Veal Villaggio Veal,Scallopini saut ed w apricot raisins pine nuts in cherry wine sauce,Veal Villaggio Veal Scallopini saut ed w apricot raisins pine nuts in cherry wine sauce
578,Chicken Piccata Saut ed,Chicken breast w mushrooms in wine lemon capers sauce served w roasted vegetables or w ziti in marinara sauce ,Chicken Piccata Saut ed Chicken breast w mushrooms in wine lemon capers sauce served w roasted vegetables or w ziti in marinara sauce
578,Chicken Parmesan Chicken,Breast breaded cooked in olive oil topped w mozzarella cheese marinara sauce served over linguine ,Chicken Parmesan Chicken Breast breaded cooked in olive oil topped w mozzarella cheese marinara sauce served over linguine
578,Chicken Saltimbocca,Chicken breast stuffed with prosciutto spinach  mozzarella cheese topped w mushrooms sherry wine reduction served w roasted vegetables or w ziti in marinara sauce ,Chicken Saltimbocca Chicken breast stuffed with prosciutto spinach  mozzarella cheese topped w mushrooms sherry wine reduction served w roasted vegetables or w ziti in marinara sauce
578,Chicken Cacciatore,Saut ed chicken breast w onions red green peppers in marinara sauce ,Chicken Cacciatore Saut ed chicken breast w onions red green peppers in marinara sauce
578,Chicken Marsala Saut ed,Chicken breast w mushrooms ham in marsala wine sauce served w roasted vegetables or w ziti in marinara sauce ,Chicken Marsala Saut ed Chicken breast w mushrooms ham in marsala wine sauce served w roasted vegetables or w ziti in marinara sauce
578,Chicken Carciofisaut ed,Chicken breast w artichoke hearts in fresh thyme cream dijon sauce served w roasted vegetables or w ziti in marinara sauce,Chicken Carciofisaut ed Chicken breast w artichoke hearts in fresh thyme cream dijon sauce served w roasted vegetables or w ziti in marinara sauce
